playerId,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg
10873,Tristan Vuong,M,Raw,20,75,145,185
4959,Andrew Saunders,M,Multi-ply,48,106,230,240
5248,Anni Knapinski,F,Single-ply,19,75,159,154
28906,Trystan Oakley,M,Wraps,18,86,147,193
14623,Scott Layman,M,Raw,45,65,200,205
29538,Michael Horton,M,Raw,26,82,253,265
435,Yuriy Zakharov,M,Wraps,43,125,270,250
13838,Kirsty Menzies,F,Raw,32,82,98,110
17212,Shamir Walters,M,Raw,20,79,175,228
17926,Carrie Brookins,F,Raw,37,74,113,133
7430,Alexander Shoff,M,Raw,29,74,-138,190
9966,David Osborn,M,Raw,28,139,300,315
6541,Magdalena Bialek,F,Single-ply,19,83,190,193
12815,Pranshu Bansal,M,Single-ply,17,55,100,120
23166,Matt Muraoka,M,Raw,51,66,128,160
6641,Brodie Toms,M,Raw,16,53,120,125
27213,Rochelle Longstreth,F,Wraps,15,77,90,98
2562,Dylan Morris,M,Raw,23,81,165,193
27642,Deanna Cornacchia,F,Wraps,29,59,143,153
11668,Evan Forrest,M,Wraps,22,90,225,230
25674,Matt Middleton,M,Wraps,24,95,285,273
14093,Scott Blanchard,M,Multi-ply,39,107,410,320
17967,Vanessa Martin,F,Single-ply,39,52,173,160
25787,Caitie Canacakos,F,Raw,27,74,105,148
14978,Danny Walls,M,Raw,27,89,273,320
20560,Jessica Stalter,F,Raw,35,62,93,120
15695,Celia Cox,F,Raw,29,109,103,125
25544,James Bullen,M,Raw,22,59,125,143
15410,Sara Gardner,F,Single-ply,18,86,75,103
7013,Zachary Taylor,M,Raw,0,81,198,245
7321,Stefanie Cohen,F,Raw,24,55,168,200
4687,Nate Wittenburg,M,Wraps,38,124,288,278
28937,Joshua Ortega,M,Raw,21,99,235,273
16283,Russell Cruz,M,Raw,26,80,165,185
8723,Michel Mattera Jean,M,Single-ply,61,95,200,225
14720,Alisa Samountry,F,Raw,20,67,125,175
18423,Clint Bellamy,M,Wraps,35,89,208,220
26663,Patricia Velarde,F,Wraps,24,73,-93,110
6113,Dixie Salerno,F,Wraps,25,67,103,123
27135,Filippo Ingrosso,M,Single-ply,32,108,375,330
21094,Kelsey Johnson,F,Single-ply,18,59,155,158
8383,Devon Labrie,M,Raw,25,88,160,188
24277,Steffan Young,M,Raw,26,83,175,233
21391,Mallory Herman,F,Raw,19,62,118,145
25178,Ian Saftlas,M,Raw,31,89,198,238
24720,Tristan Gilmour,M,Wraps,21,74,205,220
12770,Teresa Codina,F,Raw,25,54,113,123
27590,Dennis Henson,M,Multi-ply,56,100,263,210
28733,Mariya Chepil,F,Single-ply,40,60,178,170
5028,Jessica Rahimi,F,Wraps,31,60,83,98
14101,Shane Darrow,M,Raw,24,79,185,250
6818,Justin Sowers,M,Wraps,26,99,272,293
21964,Jessica Fresh,F,Wraps,23,56,120,145
26216,Ian Pfaff,M,Single-ply,17,74,175,198
18756,Jaymie Fitch,F,Raw,20,67,108,128
23686,Kris Martinson,F,Raw,47,89,108,108
15565,Ryan Fritsch,M,Raw,32,91,215,265
17093,Ethan Steffey,M,Wraps,15,81,113,148
25671,Tomi Maatta,M,Single-ply,33,104,345,300
21603,Sam Scilipoti,M,Raw,25,91,175,225
5541,Virpi Kehanen,F,Single-ply,29,56,200,193
29991,Olivia Shafer,F,Single-ply,18,76,154,150
9835,Tyler Eastman,M,Wraps,28,110,228,238
25829,Brian Highnote,M,Multi-ply,40,90,295,273
20825,Cody Croxon,M,Wraps,20,88,205,245
25941,Joey Oliver,M,Raw,25,75,165,218
23899,Antonio Machura,M,Raw,35,90,223,323
21533,Lukáš Vašíček,M,Wraps,0,72,195,210
21064,Dawn Molina,F,Raw,38,52,103,138
11401,Krista Bergeron,F,Raw,37,54,103,138
11786,Ann Cassell,F,Raw,29,70,123,173
19242,Freeman Levinrad,M,Raw,28,89,168,175
7327,Josh Holton,M,Wraps,31,89,180,225
22717,Nicholas Oppis,M,Raw,24,56,118,155
2996,Caleb Scheel,M,Raw,15,72,135,140
20957,Alan Thrall,M,Raw,25,105,228,235
26643,Michael Boland,M,Raw,25,114,188,235
25204,Hilde Haugen Mikkelsen,F,Single-ply,25,57,185,145
29858,Cory Faz,M,Raw,22,75,183,195
7981,Tram To,F,Raw,29,64,133,143
5734,Marcus Bell,M,Raw,19,72,198,215
29165,Brandon Brownfield,M,Raw,13,47,55,70
8509,Mallory Miska,F,Wraps,18,55,85,128
11385,Tanye Lacombe,F,Raw,55,101,100,143
28000,Kirsten Evans,F,Raw,24,50,85,105
19943,Justin Oliver,M,Wraps,29,100,255,305
27559,Serena Law,F,Raw,29,78,110,100
27368,Abigail Ruths,F,Raw,23,69,75,110
12490,Chung Leung,M,Raw,28,74,163,185
679,Gail Franklin,F,Raw,52,103,70,135
15542,Ruthie Luna,F,Raw,24,61,90,115
25897,Ray Valdez,M,Raw,23,80,243,273
17314,Jerry Adkins,M,Wraps,43,110,223,220
1352,Ryu Tran,M,Raw,24,72,175,223
3902,Clint Plefka,M,Wraps,37,107,213,245
25376,Trent Eades,M,Wraps,30,120,254,254
7061,Jaden Burgess-Eisch,M,Raw,19,133,290,273
24906,Dana McFarlane,F,Raw,51,54,85,138
9236,Jalen Jordan,M,Single-ply,17,75,230,245
12346,Molly Sellins,F,Wraps,23,66,93,150
12371,Randall Thomas,M,Single-ply,55,122,280,250
1096,Gordon Frye,M,Raw,17,79,165,193
5805,Reynaldo Castillo,M,Wraps,24,87,193,200
21053,Steven Boulerice,M,Wraps,21,89,215,259
28618,Eloy Avalos,M,Multi-ply,30,111,340,273
21241,Jason Domingo,M,Wraps,33,99,228,280
18414,Jaron Yamane,M,Raw,20,82,200,210
18009,Rosen Marinov,M,Raw,27,96,295,300
4554,Damian Solis,M,Raw,31,124,265,305
11272,Dean Carroll,M,Wraps,39,89,238,285
7810,Randall Harrison,M,Raw,0,98,208,205
6556,Molly Zunker,F,Raw,23,46,103,138
14399,Trett McVicar,M,Wraps,17,71,102,152
18893,Ben Polak,M,Raw,16,74,160,160
24988,Colin Blevin,M,Wraps,43,126,240,245
17595,Niccolo Borromeo,M,Raw,22,71,120,143
10665,Dan Farmer,M,Wraps,47,89,231,215
3371,Brandon Maddox,M,Raw,24,74,253,275
17204,Juan Tamayo,M,Raw,30,82,228,225
4367,Jasmen Perry,F,Single-ply,19,82,140,170
17017,Nicholas Steffl,M,Raw,23,91,255,295
4238,Mikkel Madsen,M,Single-ply,42,74,223,218
9998,Brandon Tunquist,M,Wraps,23,100,340,325
27679,Jamie Ritter,F,Raw,67,87,48,70
6831,Nate McNeal,M,Multi-ply,25,81,258,228
7517,Tristan Stinson,M,Raw,24,100,228,283
20766,Adam McMullen,M,Raw,32,81,223,275
11467,Courtney Potter,F,Raw,34,63,88,110
20031,MaKayla Lopes,F,Raw,24,113,123,148
26877,Greg Denny,M,Multi-ply,30,90,320,248
25231,Caitlyn Raikes,F,Raw,29,72,98,118
10613,Jose Alaniz,M,Single-ply,24,146,235,225
10479,Jessica Remigio,F,Raw,33,78,130,158
22866,Kevin Burg,M,Raw,26,97,213,240
21185,Michael Trentin,M,Wraps,0,82,210,230
8762,Justin Rene Villegas,M,Raw,19,81,193,205
5761,Pavel Babuska,M,Raw,24,79,170,205
12441,Amanda Kelly,F,Raw,37,90,115,150
26562,Anh Huynh,M,Raw,27,109,213,210
11640,Daniel Smith,M,Raw,30,89,168,238
548,Kira Hardy,F,Raw,19,90,150,170
25467,Andrew Tindal,M,Wraps,0,80,256,261
25048,Mariha Elwell,F,Raw,30,55,95,118
22486,Anna Finch,F,Raw,24,72,123,145
19373,Dallas Cavegn,F,Single-ply,16,73,161,138
29358,Artem Reshetnikov,M,Raw,27,110,290,280
11952,Sandeep Sawant,M,Single-ply,34,67,235,270
17151,Chris Campbell,M,Raw,26,107,220,260
20298,Tyson Borman,M,Wraps,35,159,250,290
9319,Zach Mayo,M,Raw,31,75,183,230
3944,Kelly Lovan,F,Raw,37,60,118,160
948,Petr Korolev,M,Raw,18,66,185,200
4308,Kaylynn Cano,F,Raw,18,63,128,153
28562,Elias Sanchez,M,Raw,26,73,208,250
11693,Quadir Gibson,M,Raw,18,109,193,263
19698,Brian Hopper,M,Raw,31,109,320,340
15607,Ally Serbick,F,Raw,17,60,88,115
23967,Tory Heisner,F,Raw,17,68,98,130
19646,John Lagrill,M,Single-ply,48,90,220,250
5869,David Collins,M,Wraps,44,149,183,205
27298,Randy Guerra,M,Wraps,24,91,225,245
25617,Brian Cerezo,M,Raw,27,73,173,205
15104,Ralph Cantada,M,Raw,27,72,168,195
24867,Erica Mercado,F,Raw,22,52,103,120
5008,Joshua Beale,M,Raw,32,73,210,233
448,Chad Pollard,M,Raw,17,75,150,143
24949,Ilka Schwengl,F,Single-ply,43,47,130,130
13980,Marisel Sosa,F,Raw,24,62,110,135
11209,George Pessell,M,Raw,54,96,238,275
21854,Ryhor Tsiareshchanka,M,Raw,27,65,203,238
16856,Ben Anda,M,Raw,20,89,210,228
23406,Joe Fortin,M,Raw,18,97,235,240
28033,Micheal Lear,M,Raw,33,81,248,300
17498,Jimmy Doyle,M,Raw,27,105,248,293
9364,Leanne Gordon,F,Raw,45,93,125,160
14504,Andrew Kirkillis,M,Raw,25,81,170,200
7535,Julie Schneidecker,F,Wraps,27,110,135,160
19234,Jersey Truesdell,M,Raw,16,74,130,135
25908,Andrew Bressler,M,Wraps,20,117,223,263
16510,Erica Bueno,F,Single-ply,28,59,180,168
7365,Antonio Machuca,M,Raw,36,95,253,328
15050,Danylo Kovalov,M,Single-ply,20,103,360,305
1127,Lawrence Irchirl Jr,M,Single-ply,18,57,220,200
25623,Abram Guerra,M,Raw,20,89,253,290
4407,Devon Kortz,F,Wraps,37,77,115,125
1799,Thomas Van Boven,M,Wraps,26,99,268,288
16894,Andrew Tucker,M,Wraps,23,110,247,240
10089,Johnatan Friedmann,M,Raw,24,65,175,210
16245,Blayne Scallon,M,Raw,18,79,180,193
2387,Lukas Indre,M,Raw,20,105,218,240
3034,Eddie Cupp,M,Single-ply,36,72,155,160
14013,Coni Hibbing,F,Wraps,20,56,115,125
16987,Farhan Siddiqui,M,Single-ply,24,90,243,250
13988,Rocky Magbual Jr,M,Raw,28,67,183,228
5648,Kyle Ransom,M,Raw,21,107,160,215
14322,Josh Wilson,M,Multi-ply,35,75,260,228
19720,Dale Garlitz,M,Wraps,67,67,148,170
13207,Lynn Hodges,M,Raw,47,100,228,225
27671,Mark Burnette,M,Wraps,36,82,252,261
6066,Nick Maxwell,M,Raw,22,99,274,272
3512,Juan Ramirez,M,Wraps,21,96,183,205
7000,Thomas Xiong,M,Raw,20,60,133,143
11633,Jeremy Rodriguez,M,Raw,21,73,185,238
29695,Brian Cram,M,Raw,44,118,240,270
26753,Jason Meador,M,Wraps,43,99,205,193
29226,Jane-Marie Sandberg,F,Single-ply,56,65,55,95
7556,Perseus Black,M,Wraps,34,120,333,328
24567,Tyra Humphries,F,Raw,40,119,95,110
7816,John Hallman,M,Multi-ply,35,122,455,290
22249,Jay'Lynn Cummings,F,Raw,14,50,60,83
8131,Audria Butler,F,Raw,39,62,138,150
26280,Mike Kalter,M,Single-ply,38,110,338,330
5758,Daniela Schudel,F,Raw,22,72,113,130
4288,David Bafus,M,Wraps,28,95,200,238
6695,Paola Johnson,F,Wraps,27,51,108,118
18295,Cody Hanson,M,Raw,40,139,190,198
25241,Tony Bui,M,Raw,18,72,200,203
27268,James Samarco,M,Raw,24,97,205,228
17156,Albert Adams,M,Wraps,19,109,328,305
20709,Saamuel Huber,M,Raw,20,82,200,230
7802,Sheryllynne Kunitake,F,Raw,36,70,93,105
21050,Luke Briffa,M,Raw,24,80,160,203
3260,Ed Kim,M,Raw,21,73,165,250
24823,Jose Ruelas,M,Wraps,26,88,195,228
15418,Octavio Lepe,M,Raw,22,74,128,188
16278,Christopher Kuchta,M,Multi-ply,24,89,295,228
21428,Ivan Iliev,M,Raw,21,89,245,288
8273,Jordan Silva,M,Raw,26,147,173,220
26809,Lillian Mayo,F,Raw,19,67,145,153
28663,Miriam Beltran,F,Raw,38,47,93,110
26005,Nisa Salazar,F,Wraps,14,47,30,50
24771,Melinda Fischl,F,Raw,43,100,140,175
27327,Pete Pele,M,Raw,28,123,220,295
2840,Ann Hall,F,Raw,48,79,100,125
19268,Matthew Iguchi,M,Raw,25,67,175,215
2615,Michael Walker,M,Raw,26,75,155,210
16054,Robert Baker,M,Raw,29,99,235,260
19487,Elston Peters,M,Raw,47,93,193,255
8369,Bec Richardson,F,Raw,32,80,125,150
10609,Jagmohan Singh,M,Raw,0,71,130,180
8421,Jamie McDougal,M,Raw,40,81,215,283
3560,Patrick Ward,M,Raw,26,108,225,253
26502,Casey Lorenzen,F,Raw,21,68,83,105
16208,Andrew Bohn,M,Raw,28,87,215,235
25517,Cory Rebmann,M,Wraps,34,88,265,235
4081,Louis Fisher,M,Raw,38,91,220,290
1511,Jake Conley,M,Raw,16,66,125,200
16869,Jeremy Sonnenmoser,M,Raw,31,85,198,208
5858,Tri Nguyen,M,Raw,20,66,175,190
5281,Hannah Dolin,F,Wraps,14,59,63,80
15046,Krystal Baker,F,Raw,30,54,93,115
12134,Lucas Banks,M,Raw,24,137,308,323
24290,Dawn Dominguez,F,Raw,45,70,128,153
7229,Kim Tran,F,Raw,24,44,100,128
7215,Mindy Underwood,F,Wraps,34,88,160,195
16273,Andrew Riggins,M,Raw,27,123,273,315
19649,Derek Harshman,M,Wraps,30,98,283,273
28518,Ron Garcia,M,Single-ply,46,125,183,200
13698,Luciano Duarte,M,Single-ply,39,102,350,285
18704,Lance Davis,M,Single-ply,45,99,143,228
16947,Patria Jimenez,F,Raw,0,52,110,128
473,Seth Strickland,M,Wraps,16,81,218,235
27600,William Bowen,M,Wraps,33,93,225,260
17652,Jon Gerhold,M,Raw,29,82,255,288
7021,Seiken Sano,M,Raw,20,103,235,285
13723,Michael Riemann,M,Wraps,27,68,215,228
1846,Maksim Lebedev,M,Wraps,32,115,235,245
21944,Vicki O'Brien,F,Raw,53,62,113,168
24982,Giselle Costas,F,Single-ply,33,102,200,203
26462,Adam Wilson,M,Raw,33,73,125,165
9015,Justin Vang,M,Wraps,15,62,103,128
8948,Paulo Sevick,M,Wraps,16,94,205,228
18192,Kelsey Wittman,F,Raw,24,100,125,170
23768,Anthony Pirie,M,Raw,24,73,208,258
27402,Joey Ma,M,Raw,23,82,235,283
22027,Vivian Hill,F,Raw,15,67,113,115
11610,Gregg Damminga,M,Multi-ply,55,134,350,315
5825,Ryan Schumm,M,Raw,17,66,138,190
1897,Wei-Ling Chen,F,Single-ply,34,47,210,185
1851,Jake Warrington,M,Wraps,28,98,280,333
7157,Chris Beyers,M,Raw,22,92,185,210
26354,Nick O'Brien,M,Single-ply,28,80,228,215
29844,Sascha Stendebach,M,Single-ply,25,92,325,333
1681,Chaz Maclay,M,Raw,18,99,220,273
1452,Scott Miller,M,Wraps,25,84,175,230
22464,Joe McAuliffe,M,Raw,43,89,260,275
8967,Eric Held,M,Raw,18,88,150,165
10301,Alexander Williams,M,Raw,21,98,218,250
24757,Samuel Garcia,M,Wraps,22,87,165,183
25677,Tara Kittrell,F,Wraps,44,65,68,113
11728,Andrea Beers,F,Wraps,38,74,120,140
28358,Nicholas Walklet,M,Raw,31,102,248,243
26546,Elton Hart,M,Wraps,36,110,275,238
17078,Nick Morgan,M,Raw,30,81,148,178
17464,Alyssa Hitchcock,F,Single-ply,29,63,200,213
11148,Francisco Ramirez Jr,M,Raw,23,98,155,225
15143,Kathy Les,F,Wraps,29,73,138,143
19405,Alexandra Churkina,F,Raw,22,47,95,120
16337,Daniel Carrasco,M,Raw,20,92,125,150
9669,Kimberlee Williams,F,Wraps,30,75,100,150
28644,Exson Rodriguez,M,Wraps,36,132,328,320
28191,Nicole Dunn,F,Raw,44,72,78,130
299,Shayle Dudash Williams,F,Raw,41,64,108,123
1107,Jack Young,M,Raw,24,91,200,263
25137,Raymond Wong,M,Raw,36,59,180,226
850,Kristína Huttová,F,Wraps,25,84,175,218
14926,Nick Murphy,M,Raw,24,82,230,258
18059,Blanca Rios,F,Raw,41,59,90,123
12263,Scott Smith,M,Single-ply,35,119,405,343
16897,James Goebel,M,Single-ply,19,98,286,250
2246,Steven Smith,M,Wraps,46,122,161,227
16444,Roland Wilder,M,Raw,37,109,203,215
25972,Linda Kristensen,F,Single-ply,40,72,220,180
11223,Ashley Fitzgerald,F,Single-ply,25,65,165,163
14362,Corey Burrage,F,Raw,23,66,100,115
9800,Elyssa Sheely,F,Single-ply,18,79,125,123
6383,Rachel Stein,F,Raw,35,78,130,168
6086,Angel Moreno,M,Single-ply,20,74,275,243
4118,Marty Elliott,M,Raw,60,129,173,210
17780,Rick Schwartz,M,Single-ply,45,103,250,250
8,Andreas Gallagher,M,Single-ply,32,119,295,275
20546,Stephen Do,M,Raw,28,66,195,210
5367,Mason Hurless,M,Raw,16,59,118,148
23615,Ben Polke,M,Raw,33,92,200,255
16124,Birgit Elssner,F,Wraps,39,145,93,166
4040,Zach Adams,M,Wraps,24,95,183,230
13850,Chrissy Belo,F,Raw,41,52,90,55
716,Alison Drysdale,F,Raw,24,50,80,115
7791,Charlie Bolton,M,Raw,18,102,215,240
21420,Justin Bartolazzi,M,Raw,17,126,188,238
24100,Markus Freeman,M,Raw,21,140,215,250
15604,Link Burchett,M,Raw,19,100,180,180
21487,Ben Tuia,M,Wraps,30,98,220,283
22019,Victoria Maldonado,F,Raw,26,96,158,160
27031,Rick White,M,Single-ply,22,114,267,260
1369,Merlin Viet,M,Raw,28,92,240,250
5101,Ben Stupay,M,Raw,20,72,195,228
11993,Carmella Mattingly,F,Raw,46,59,138,152
28500,Kimberly Beitzell,F,Wraps,34,60,123,148
3097,Connor Payne,M,Wraps,18,103,208,260
6167,Asa Barnes,M,Single-ply,50,97,320,260
17708,Helen Twomey,F,Raw,50,70,128,173
24488,Christian Moody,M,Raw,15,66,75,113
24310,James Schooling,M,Raw,19,87,183,215
22838,Robert Hill,M,Raw,34,117,250,258
28258,Joaquin Flores,M,Wraps,18,98,160,190
9572,Patricia Baker,F,Wraps,29,75,122,136
29687,Richie Perrin,M,Raw,31,67,190,248
774,Benjamin Thomas,M,Raw,19,65,173,218
2296,Kimberly Mills,F,Raw,51,65,63,98
21669,Maria Nikolajev,F,Raw,33,76,133,140
3657,Nathan Berg,M,Single-ply,18,72,195,228
11898,Dmitry Smirnov,M,Raw,38,133,275,300
9382,Robert Adams,M,Raw,26,122,295,320
17930,Kenney Leitch III,M,Wraps,16,66,109,143
26106,Richard Slota,M,Single-ply,64,85,110,125
21465,Mike Isman,M,Raw,35,93,228,245
26022,Frances Báez,F,Single-ply,28,51,140,153
8850,Chris Webster,M,Raw,40,90,158,228
23778,Tony Lam Mai,M,Wraps,26,80,183,233
26057,Donnie Rodgers,F,Raw,43,83,143,153
8981,Kyle West,M,Raw,25,82,210,235
19026,Jon Kennedy,M,Single-ply,43,148,200,183
5973,Manuel De La Pena,M,Raw,23,99,203,240
21775,Steven Barrientos,M,Raw,22,107,205,273
14479,Robert Mattison,M,Single-ply,0,71,115,180
18566,David Whitaker,M,Wraps,40,98,173,190
23800,Blanca Villoch,F,Raw,31,54,105,125
5632,Joshua Strickland,M,Wraps,27,100,250,295
26496,Vicki Jewson,F,Wraps,45,65,150,190
26659,Hannah Massey,F,Raw,24,62,98,120
21549,Scottie Duncan,M,Raw,24,73,213,228
13354,Alexis Shepherd,F,Raw,17,65,105,125
16381,Ariel Buric,F,Raw,28,55,98,128
21717,Chad Schroeder,M,Raw,32,101,272,318
11432,Vladyslav Yermishyn,M,Raw,23,59,173,213
19925,Alex Garcia,F,Wraps,30,76,115,143
5786,Lisa Veitch,F,Raw,45,156,150,160
27310,Dede Leinwohl,F,Multi-ply,40,60,115,130
8296,Chas Leichner,M,Raw,22,80,180,215
11512,Seth Morken,M,Raw,26,89,260,278
5467,Daniel Sherman,M,Single-ply,17,72,210,210
15301,Simone Carniel,M,Single-ply,27,82,320,280
20926,Jessica Bates,F,Raw,21,73,108,115
14958,Doug McCray,M,Raw,54,136,230,283
20987,James Gray,M,Wraps,37,117,198,188
3087,Susan Lewis,F,Raw,26,77,125,173
100,Daniel Camacho,M,Raw,20,82,215,213
20610,Sam Graham,M,Raw,40,94,115,150
15868,William Hobbs,M,Raw,35,117,253,265
2478,Lynn Carter,F,Raw,42,90,93,125
9389,Nanda Ardianto,M,Raw,21,98,155,200
5431,Atsushi Morita,M,Raw,18,59,155,180
10815,Brett Butler,M,Raw,18,89,133,193
10101,Lori Sharon,F,Raw,33,69,130,170
24269,Alexander Castillo,M,Raw,24,109,248,263
15949,Jeff Hendryx,M,Raw,32,82,143,208
17038,Nicole Lamartine,F,Raw,41,55,123,155
20628,Erik Buenrostro,M,Raw,20,58,150,155
26340,Jamie Frink,M,Wraps,26,89,218,240
27278,Nik Williams,M,Raw,26,86,200,260
16954,Wendee Bartness,F,Raw,44,65,83,110
13783,Vladimir Greene,M,Raw,15,110,156,184
8455,Jason Greenway,M,Raw,23,90,243,255
22821,Alexander Lo,M,Raw,31,62,138,170
10317,Awlad Thani Al Khattab,M,Single-ply,18,72,238,248
29708,Dariann Sobin,F,Raw,21,69,138,160
5538,Tyler Frost,M,Wraps,29,107,197,286
25562,Zachary Holland,M,Raw,22,78,200,205
831,Douglas Zelkowski,M,Raw,34,100,168,195
14707,Mike Behrle,M,Multi-ply,39,109,386,274
19754,Danny Walls,M,Raw,26,89,243,310
13339,Shawn Chase,M,Wraps,24,99,300,298
18442,Kristy Cannon,F,Raw,39,67,123,143
26429,Mel Ryan,F,Raw,31,72,135,148
18195,Vincent Niediliwka,M,Single-ply,17,66,235,255
8283,James Donohue,M,Raw,27,83,218,250
6180,Costa Tsimiklis,M,Wraps,32,109,303,275
29738,Pat Keenan,M,Single-ply,36,75,248,233
1928,Martha De La Torre,F,Raw,30,59,110,130
1370,Casey Paul,M,Raw,0,99,198,193
3090,Paul Lane,M,Raw,25,105,238,293
19424,Noelia Corona-Terry,F,Raw,34,65,165,183
26529,Robert King,M,Raw,40,83,170,228
20041,Dayssi Rico,F,Wraps,29,54,105,118
7990,Nicholas Mcclary,M,Raw,30,90,188,243
19736,Cédric Letellier,M,Raw,22,73,220,220
6413,John Reynolds,M,Wraps,30,115,233,235
26808,Laura Styrlund,F,Single-ply,46,77,170,185
24586,Christopher Yard,M,Wraps,38,83,118,156
7501,Ben Moran,M,Raw,37,86,188,205
9566,Zia Mirza,M,Wraps,60,67,160,170
1916,Mónika Bazsó,F,Wraps,43,67,148,185
24800,Lucas Jackson,M,Raw,20,74,170,185
15148,Cody McAllister,M,Raw,22,81,178,230
29308,Sammy Abukwiek,M,Raw,24,81,178,213
29323,Ray Ray Ayala,F,Raw,25,66,110,150
12849,Juan Mendoza,M,Single-ply,26,88,138,200
22935,Darrin King,M,Raw,38,100,200,230
704,Rainee Khabagnote,F,Raw,20,66,120,148
14205,JR Holmdahl,M,Wraps,41,81,190,203
16296,Zachary Ashman,M,Raw,21,82,185,215
8689,Courtney Jewell,F,Wraps,34,90,95,118
18277,Paige Chauvin,F,Raw,26,56,70,108
17104,Tyler Cummings,M,Wraps,23,109,303,320
11079,Eddie Reinfrank,M,Raw,22,74,155,208
3619,Dillon Winemiller,M,Wraps,25,103,295,304
27799,Kealii Olmos,M,Raw,18,67,153,228
7425,Quessandra Catlett,F,Raw,23,145,160,160
5987,David Elmore,M,Raw,22,109,265,273
12019,Allison Smith,F,Single-ply,18,90,118,140
29278,Tyler Hernandez,M,Raw,15,68,102,134
11995,Jen Hazzard,F,Wraps,31,52,91,134
8917,Wilson Munoz,M,Raw,24,79,195,240
25725,Matthew Poplin,M,Raw,25,81,208,240
7180,Michael Costello,M,Raw,35,85,163,195
25140,Samuel Tamburo-Jamrozik,M,Raw,19,90,175,205
1976,Aigul Sitdikova,F,Single-ply,28,47,160,153
12985,Michael Czop,M,Raw,61,100,165,188
9634,Johanna Jean,F,Raw,36,67,85,108
20564,Hani Yosif,M,Raw,28,92,168,205
25283,Matilda Vilmar,F,Single-ply,19,63,178,160
2309,Veera Makela,F,Raw,18,57,95,113
3549,Pawel Osmialowski,M,Single-ply,39,59,170,160
1766,Michael Bozeman,M,Raw,28,92,220,248
7150,Theodore Kim,M,Raw,19,108,158,183
20485,Riccardo Magni,M,Raw,37,122,60,60
4962,Brody Janssen,M,Raw,25,105,228,275
26775,Nicole Herbig,F,Raw,27,60,120,148
21182,Anthony Gargiulo,M,Raw,33,116,273,348
9680,Hassan El Belghiti,M,Single-ply,41,65,290,305
4907,Declan Evans,M,Raw,17,56,115,130
24634,Christopher Day,M,Raw,24,72,178,213
18683,Jason Thompson,M,Raw,32,140,253,295
5164,Matt Smith,M,Wraps,35,99,254,265
27764,Jasiah Scott,M,Raw,18,69,183,205
16520,Lydie Grouet,F,Single-ply,56,56,115,138
17701,Greg Wunrow,M,Raw,25,90,240,247
26895,Brittany Kohnke,F,Wraps,31,64,133,158
23074,Hannah Malcomb,F,Raw,25,69,133,158
24302,Philippe Courtois,M,Single-ply,51,73,185,218
11424,Zach Pressly,M,Raw,18,107,228,243
4638,Denise Thomas,F,Raw,67,63,80,118
17282,Aleksandr Bondaryanskiy,M,Wraps,34,100,230,240
14533,Rowena Lopez,F,Single-ply,34,56,183,175
18616,Michael Walrath,M,Raw,63,93,183,203
9451,Wallace Mateen,M,Wraps,35,150,320,340
8237,Sam Young,M,Raw,41,92,193,235
20250,Ryan Ball,M,Raw,32,85,160,193
1655,Jason Bailey,M,Raw,37,98,235,235
12842,Robin Gay,F,Raw,48,69,120,130
2861,Cameron Barukzoy,M,Raw,48,82,253,250
28840,Tom Lujan,M,Wraps,52,88,143,163
14100,Haley Hoffer,F,Raw,26,77,113,125
10723,Michael Raben,M,Raw,19,96,230,233
10375,JP Price,M,Wraps,30,167,425,328
8801,Amanda Brown Young,F,Wraps,22,61,103,133
17295,Nicholas Scali,M,Raw,20,82,193,248
3322,James McGrath,M,Raw,21,124,250,318
9357,Jaxon Tijerina,M,Raw,17,66,140,150
19831,Douglas Neou,M,Raw,20,72,183,215
9665,Riley Heiler,M,Multi-ply,32,110,238,238
24681,Jesus Gonzalez,M,Raw,18,96,150,185
5903,Kanyn Koontz,F,Raw,12,89,125,145
3861,David Jaggi,M,Raw,23,89,160,195
8063,Holly Pfeiffer,F,Raw,33,63,108,130
4812,Sam Viglienzone,M,Raw,24,74,180,230
2126,Elena Hernandez,F,Raw,15,69,113,130
21283,Eleanor Le Fevre,F,Raw,29,72,103,138
19844,Angelina Van Ryswyk,F,Raw,30,81,133,138
25594,Zach Pricer,M,Raw,39,109,240,285
2952,Frank Lambert,M,Wraps,0,83,118,145
2088,David Andrews,M,Raw,55,90,148,188
10668,Sean Anderson,M,Raw,24,89,185,215
981,Anthony Hill Perez,M,Single-ply,16,66,210,228
15403,Emma Flemming,F,Raw,33,68,118,150
6558,Logan Gaudreau,M,Raw,10,39,65,75
16242,Matthew Albitre,M,Raw,22,83,155,178
20739,Roy Taylor,M,Single-ply,64,86,120,190
22812,Alexis Maher,M,Single-ply,21,73,283,303
17779,Ruthie Duncan,F,Raw,0,67,98,93
5267,Billy Boughan,M,Raw,30,123,220,273
15809,Yue Sun,M,Raw,25,74,205,240
13151,Kelvin Franklin,M,Raw,29,97,213,270
9438,Nicholas Gutierrez,M,Single-ply,27,82,288,270
800,Larnah Lowe,F,Wraps,31,92,205,185
10266,Masashi Nishimura,M,Single-ply,30,109,310,293
17469,Nelly Menchaca,F,Wraps,34,67,140,143
16818,Sonja Noriega,F,Raw,35,66,90,100
25124,Alexandra Manders,F,Raw,28,66,123,115
